school_id,school_name,borough,year,enrolment,math_score,reading_score,writing_score,attendance_rate_pct,economically_disadvantaged_pct,student_teacher_ratio,graduation_rate_pct
SCH-050,Queens Academy 05,Queens,2024,606,500.2,499.8,548.7,87.6,75.6,19.2,74.5
SCH-050,Queens Academy 05,Queens,2025,810,461.9,572.9,569.6,88.7,75.6,19.2,66.6
SCH-051,Queens Academy 06,Queens,2021,1166,,555.3,498.6,88.0,53.9,17.3,73.8
SCH-051,Queens Academy 06,Queens,2022,905,557.8,511.3,568.3,83.4,53.9,17.3,64.7
SCH-051,Queens Academy 06,Queens,2023,1036,478.4,601.5,554.5,86.2,53.9,17.3,67.4
SCH-051,Queens Academy 06,Queens,2024,306,528.1,584.6,496.9,90.9,53.9,17.3,74.7
SCH-051,Queens Academy 06,Queens,2025,576,523.8,573.6,533.5,90.5,53.9,17.3,75.3
SCH-052,Queens Academy 07,Queens,2021,901,414.8,618.5,595.4,88.2,46.2,15.0,71.4
SCH-052,Queens Academy 07,Queens,2022,833,561.9,531.7,597.0,84.7,46.2,15.0,65.8
SCH-052,Queens Academy 07,Queens,2023,732,513.8,589.9,566.3,87.8,46.2,15.0,71.1
SCH-052,Queens Academy 07,Queens,2024,925,563.6,580.4,540.1,unknown,46.2,15.0,75.9
SCH-052,Queens Academy 07,Queens,2025,332,519.9,549.7,573.7,91.5,46.2,15.0,71.4
SCH-053,Queens Academy 08,Queens,2021,286,581.1,530.9,510.7,90.3,36.4,16.9,71.6
SCH-053,Queens Academy 08,Queens,2022,585,565.2,554.1,600.8,85.6,36.4,16.9,70.8
SCH-053,Queens Academy 08,Queens,2023,730,549.4,483.4,495.2,88.2,36.4,16.9,74.8
SCH-053,Queens Academy 08,Queens,2024,627,541.0,601.9,593.8,90.3,36.4,16.9,72.8
SCH-053,Queens Academy 08,Queens,2025,1067,636.1,599.2,529.5,87.1,36.4,16.9,79.5
SCH-054,Queens Academy 09,Queens,2021,893,532.1,501.2,523.1,87.4,59.0,19.2,69.9
SCH-054,Queens Academy 09,Queens,2022,797,539.2,491.7,557.2,89.6,59.0,19.2,70.0
SCH-054,Queens Academy 09,Queens,2023,680,621.4,576.8,514.5,88.9,59.0,19.2,72.5
SCH-054,Queens Academy 09,Queens,2024,1048,623.1,649.9,561.3,85.3,59.0,19.2,68.2
SCH-054,Queens Academy 09,Queens,2025,1027,476.7,621.8,573.8,unknown,59.0,19.2,73.8
SCH-055,Queens Academy 10,Queens,2021,1018,527.1,579.0,567.8,83.9,63.6,17.1,71.1
SCH-055,Queens Academy 10,Queens,2022,544,553.4,624.6,530.7,85.8,63.6,17.1,74.1
SCH-055,Queens Academy 10,Queens,2023,1235,486.1,600.7,610.2,87.3,63.6,17.1,72.1
SCH-055,Queens Academy 10,Queens,2024,384,559.6,592.7,545.8,86.7,63.6,17.1,67.2
SCH-055,Queens Academy 10,Queens,2025,851,585.7,528.1,522.5,89.5,63.6,17.1,66.5
SCH-056,Queens Academy 11,Queens,2021,444,524.9,456.4,541.5,88.5,62.4,16.6,73.8
SCH-056,Queens Academy 11,Queens,2022,804,542.7,573.0,474.9,83.9,62.4,16.6,70.0
SCH-056,Queens Academy 11,Queens,2023,283,528.1,477.1,582.5,88.9,62.4,16.6,72.8
SCH-056,Queens Academy 11,Queens,2024,736,551.6,504.1,529.2,84.0,62.4,16.6,73.1
SCH-056,Queens Academy 11,Queens,2025,905,487.5,511.5,617.4,86.6,62.4,16.6,65.0
SCH-057,Queens Academy 12,Queens,2021,522,466.2,565.9,594.8,82.3,69.4,14.2,66.4
SCH-057,Queens Academy 12,Queens,2022,581,570.0,509.6,547.0,89.7,69.4,14.2,69.8
SCH-057,Queens Academy 12,Queens,2023,620,524.0,552.3,469.2,88.9,69.4,14.2,70.3
SCH-057,Queens Academy 12,Queens,2024,491,512.9,521.0,549.1,85.1,69.4,14.2,76.4
SCH-057,Queens Academy 12,Queens,2025,797,,512.4,574.2,89.5,69.4,14.2,72.1
SCH-058,Queens Academy 13,Queens,2021,315,492.9,526.9,577.7,84.4,50.2,16.2,70.0
SCH-058,Queens Academy 13,Queens,2022,1059,459.0,475.1,618.9,93.5,50.2,16.2,78.8
SCH-058,Queens Academy 13,Queens,2023,975,604.4,547.5,550.1,89.2,50.2,16.2,73.2
SCH-058,Queens Academy 13,Queens,2024,422,537.9,612.0,578.5,89.4,50.2,16.2,75.3
SCH-058,Queens Academy 13,Queens,2025,1291,585.8,530.5,539.5,83.2,50.2,16.2,75.4
SCH-059,Queens Academy 14,Queens,2021,322,522.5,643.7,494.4,83.9,50.1,14.0,70.0
SCH-059,Queens Academy 14,Queens,2022,1119,494.7,453.5,527.8,84.3,50.1,14.0,67.3
SCH-059,Queens Academy 14,Queens,2023,309,532.8,617.1,527.7,86.7,50.1,14.0,73.0
SCH-059,Queens Academy 14,Queens,2024,882,467.3,478.9,612.2,86.5,50.1,14.0,70.8
SCH-059,Queens Academy 14,Queens,2025,1132,503.9,548.1,578.0,90.8,50.1,14.0,66.6
SCH-060,Queens Academy 15,Queens,2021,357,593.8,603.9,550.1,87.5,56.8,12.7,70.5
SCH-060,Queens Academy 15,Queens,2022,1065,531.4,600.3,469.8,82.1,56.8,12.7,66.3
SCH-060,Queens Academy 15,Queens,2023,1036,477.1,555.6,559.0,87.5,56.8,12.7,67.3
SCH-060,Queens Academy 15,Queens,2024,800,605.8,541.2,504.7,88.4,56.8,12.7,68.3
SCH-060,Queens Academy 15,Queens,2025,501,511.9,480.3,608.2,89.3,56.8,12.7,72.7
SCH-061,Staten Island Academy 01,Staten Island,2021,799,584.3,567.5,523.9,83.9,52.8,15.1,73.9
SCH-061,Staten Island Academy 01,staten island,2022,391,548.8,613.0,666.9,92.3,52.8,15.1,76.0
SCH-061,Staten Island Academy 01,Staten Island,2023,757,501.8,566.4,534.4,86.2,52.8,15.1,70.1
SCH-061,Staten Island Academy 01,Staten Island,2024,748,516.9,550.7,596.7,94.6,52.8,15.1,77.7
SCH-061,Staten Island Academy 01,Staten Island,2025,779,589.2,597.5,617.3,91.4,52.8,15.1,78.2
SCH-062,Staten Island Academy 02,Staten Island,2021,473,500.3,498.2,580.0,87.7,40.9,16.4,73.1
SCH-062,Staten Island Academy 02,Staten Island,2022,826,541.4,564.9,602.3,unknown,40.9,16.4,68.3
SCH-062,Staten Island Academy 02,Staten Island,2023,540,605.3,517.4,508.5,86.6,40.9,16.4,71.6
SCH-062,Staten Island Academy 02,Staten Island,2024,1148,546.6,643.3,610.4,unknown,40.9,16.4,77.9
SCH-062,Staten Island Academy 02,Staten Island,2025,333,546.9,593.1,559.5,91.1,40.9,16.4,73.4
SCH-063,Staten Island Academy 03,Staten Island,2021,1218,656.7,540.9,544.7,89.1,46.0,15.3,69.4
SCH-063,Staten Island Academy 03,Staten Island,2022,679,513.0,560.5,552.5,87.6,46.0,15.3,71.6
SCH-063,Staten Island Academy 03,Staten Island,2023,673,479.8,591.9,524.6,86.8,46.0,15.3,73.6
SCH-063,Staten Island Academy 03,Staten Island,2024,784,577.0,549.6,688.5,90.6,46.0,15.3,74.3
SCH-063,Staten Island Academy 03,Staten Island,2025,862,555.3,600.7,565.0,82.5,46.0,15.3,69.6
SCH-064,Staten Island Academy 04,Staten Island,2021,824,575.5,471.8,554.5,89.7,37.8,17.2,74.5
SCH-064,Staten Island Academy 04,Staten Island,2022,581,527.1,523.9,527.1,88.3,37.8,17.2,71.3
SCH-064,Staten Island Academy 04,Staten Island,2023,1169,537.6,545.9,517.0,89.3,37.8,17.2,72.9
SCH-064,Staten Island Academy 04,Staten Island,2024,489,529.8,586.8,567.7,92.1,37.8,17.2,72.8
SCH-064,Staten Island Academy 04,Staten Island,2025,1070,617.9,551.8,551.2,90.3,37.8,17.2,74.1
SCH-065,Staten Island Academy 05,Staten Island,2021,952,485.0,648.3,518.7,88.4,49.4,13.9,69.8
SCH-065,Staten Island Academy 05,Staten Island,2022,313,500.5,516.7,539.1,92.4,49.4,13.9,71.6
SCH-065,Staten Island Academy 05,Staten Island,2023,769,575.3,514.3,593.4,89.3,49.4,13.9,73.0
SCH-065,Staten Island Academy 05,Staten Island,2024,851,552.5,608.5,572.8,89.9,49.4,13.9,75.5
SCH-065,Staten Island Academy 05,Staten Island,2025,1050,551.7,495.3,543.2,90.0,49.4,13.9,73.1
SCH-066,Staten Island Academy 06,Staten Island,2021,592,494.3,621.5,547.3,83.9,36.2,17.7,71.4
SCH-066,Staten Island Academy 06,Staten Island,2022,1005,635.7,527.9,530.3,88.6,36.2,17.7,75.3
SCH-066,Staten Island Academy 06,Staten Island,2023,313,437.5,468.8,519.8,86.7,36.2,17.7,73.8
SCH-066,Staten Island Academy 06,Staten Island,2024,1176,556.3,592.8,609.9,89.9,36.2,17.7,72.3
SCH-066,Staten Island Academy 06,Staten Island,2025,704,537.4,574.9,604.0,89.2,36.2,17.7,80.2
SCH-067,Staten Island Academy 07,Staten Island,2021,752,578.0,571.1,535.8,89.7,37.7,17.9,78.0
SCH-067,Staten Island Academy 07,Staten Island,2022,489,500.1,597.0,611.0,87.9,37.7,17.9,73.4
SCH-067,Staten Island Academy 07,Staten Island,2023,757,574.6,602.1,559.5,89.4,37.7,17.9,75.2
SCH-067,Staten Island Academy 07,Staten Island,2024,627,635.3,608.5,575.7,90.9,37.7,17.9,81.2
SCH-067,Staten Island Academy 07,Staten Island,2025,416,555.5,516.1,538.6,87.7,37.7,17.9,72.1
SCH-068,Staten Island Academy 08,Staten Island,2021,427,506.0,547.2,485.4,88.6,40.6,17.4,70.4
SCH-068,Staten Island Academy 08,Staten Island,2022,1137,565.5,533.2,554.8,87.8,40.6,17.4,73.2
SCH-068,Staten Island Academy 08,Staten Island,2023,742,602.2,580.6,564.7,87.4,40.6,17.4,67.8
SCH-068,Staten Island Academy 08,Staten Island,2024,301,575.3,569.8,486.1,85.1,40.6,17.4,74.2
SCH-068,Staten Island Academy 08,Staten Island,2025,1239,575.1,509.4,558.9,91.2,40.6,17.4,79.3
SCH-069,Staten Island Academy 09,Staten Island,2021,299,527.2,564.5,569.6,86.4,34.8,13.3,67.1
SCH-069,Staten Island Academy 09,Staten Island,2022,304,694.4,556.9,604.2,86.9,34.8,13.3,72.6
SCH-069,Staten Island Academy 09,Staten Island,2023,1111,608.7,517.9,688.8,91.9,34.8,13.3,74.2
SCH-069,Staten Island Academy 09,Staten Island,2024,803,542.3,642.9,624.7,91.1,34.8,13.3,79.5
SCH-069,Staten Island Academy 09,Staten Island,2025,996,546.3,578.1,654.0,92.6,34.8,13.3,79.3
SCH-070,Staten Island Academy 10,Staten Island,2021,1228,576.9,505.7,590.1,85.3,28.4,14.2,79.4
SCH-070,Staten Island Academy 10,Staten Island,2022,866,532.2,607.9,561.2,90.5,28.4,14.2,70.1
SCH-070,Staten Island Academy 10,Staten Island,2023,780,655.2,630.2,566.1,92.0,28.4,14.2,79.2
SCH-070,Staten Island Academy 10,Staten Island,2024,1052,650.1,561.4,579.2,90.5,28.4,14.2,77.4
SCH-070,Staten Island Academy 10,Staten Island,2025,341,594.6,654.8,601.4,91.5,28.4,14.2,84.6
SCH-071,Staten Island Academy 11,staten island,2021,722,488.3,585.6,588.0,87.5,58.9,19.1,68.9
SCH-071,Staten Island Academy 11,Staten Island,2022,1144,602.3,558.5,568.3,88.0,58.9,19.1,75.9
SCH-071,Staten Island Academy 11,Staten Island,2023,863,510.8,534.8,541.2,90.7,58.9,19.1,78.3
SCH-071,Staten Island Academy 11,Staten Island,2024,1274,611.5,517.6,587.8,84.5,58.9,19.1,74.6
SCH-071,Staten Island Academy 11,Staten Island,2025,647,573.1,548.4,565.7,90.1,58.9,19.1,67.0
SCH-072,Staten Island Academy 12,Staten Island,2021,811,480.3,602.6,516.7,83.1,58.1,15.5,71.7
SCH-072,Staten Island Academy 12,Staten Island,2022,1094,532.8,549.9,553.1,86.7,58.1,15.5,65.1
SCH-072,Staten Island Academy 12,Staten Island,2023,848,613.9,617.7,579.6,87.5,58.1,15.5,71.5
SCH-072,Staten Island Academy 12,Staten Island,2024,1185,549.0,632.5,517.7,92.2,58.1,15.5,73.3
SCH-072,Staten Island Academy 12,Staten Island,2025,483,503.4,583.0,570.3,87.4,58.1,15.5,71.4
SCH-073,Staten Island Academy 13,Staten Island,2021,1176,485.2,591.0,520.6,86.9,55.1,16.1,77.7
SCH-073,Staten Island Academy 13,Staten Island,2022,937,521.9,523.7,558.8,82.6,55.1,16.1,75.2
SCH-073,Staten Island Academy 13,Staten Island,2023,1146,558.2,607.5,590.7,89.9,55.1,16.1,78.4
SCH-073,Staten Island Academy 13,Staten Island,2024,517,547.3,579.8,560.3,90.7,55.1,16.1,74.4
SCH-073,Staten Island Academy 13,Staten Island,2025,1119,595.9,585.9,546.1,86.1,55.1,16.1,71.2
SCH-074,Staten Island Academy 14,Staten Island,2021,302,609.3,469.0,518.9,84.2,58.2,18.0,67.9
SCH-074,Staten Island Academy 14,Staten Island,2022,494,558.3,548.4,571.1,84.5,58.2,18.0,75.7
SCH-074,Staten Island Academy 14,Staten Island,2023,667,,548.0,540.8,85.5,58.2,18.0,69.8
SCH-074,Staten Island Academy 14,Staten Island,2024,886,513.9,604.4,562.6,89.9,58.2,18.0,75.5
SCH-074,Staten Island Academy 14,Staten Island,2025,1112,608.6,528.7,606.7,93.2,58.2,18.0,76.7
SCH-075,Staten Island Academy 15,Staten Island,2021,616,551.7,560.7,546.8,87.8,37.7,14.5,75.2
SCH-075,Staten Island Academy 15,Staten Island,2022,663,564.4,553.4,533.0,85.2,37.7,14.5,72.7
SCH-075,Staten Island Academy 15,Staten Island,2023,1032,632.3,566.6,546.4,91.2,37.7,14.5,73.3
SCH-075,Staten Island Academy 15,Staten Island,2024,1062,642.7,599.8,582.7,87.8,37.7,14.5,69.6
SCH-075,Staten Island Academy 15,Staten Island,2025,997,537.8,591.4,629.0,87.5,37.7,14.5,69.2
SCH-001,Bronx Academy 01,Bronx,2021,881,389.0,487.2,432.2,78.7,88.2,18.7,69.3
SCH-001,Bronx Academy 01,Bronx,2022,1077,492.9,462.0,433.2,82.5,88.2,18.7,68.9
SCH-001,Bronx Academy 01,Bronx,2023,887,439.7,438.1,500.2,87.9,88.2,18.7,70.8
SCH-001,Bronx Academy 01,Bronx,2024,724,499.6,522.3,471.2,83.7,88.2,18.7,69.4
SCH-001,Bronx Academy 01,Bronx,2025,622,439.7,519.5,464.1,81.9,88.2,18.7,72.6
